id,name-en,name-zh,quality,category,acquisition
345,"「巧思」的哲学
","「巧思」的哲学
",4,"角色天赋素材
","活动获得秘境获得昏识塔精通秘境:妙语Ⅰ/Ⅱ/Ⅲ/Ⅳ（昏识塔限时开启）时间：周二/周五/周日合成获得
"
346,"涤净青金块
","涤净青金块
",4,"角色突破素材
","BOSS掉落60级以上纯水精灵掉落60级以上无相之水掉落60级以上水属性古岩龙蜥掉落60级以上风魔龙挑战奖励60级以上黄金屋挑战奖励60级以上水属性若陀龙王挑战奖励60级以上兆载永劫龙兽掉落60级以上正机之神挑战奖励周常BOSS掉落合成获得
"
347,"高塔孤王的断片
","高塔孤王的断片
",4,"武器突破素材
","秘境获得合成获得塞西莉亚苗圃炼武秘境:水光之城Ⅲ/Ⅳ（塞西莉亚苗圃限时开启）时间：周一/周四/周日
"
348,"霄灯
","霄灯
",4,"活动材料
","海灯节期间合成获得
"
349,"阴燃之珠
","阴燃之珠
",4,"角色培养素材
","BOSS掉落30级以上无相之火掉落
"
350,"常燃火种
","常燃火种
",4,"角色培养素材
","BOSS掉落30级以上爆炎树掉落
"
351,"魔偶机心
","魔偶机心
",4,"角色培养素材
","BOSS掉落30级以上魔偶剑鬼掉落
"
352,"排异之露
","排异之露
",4,"角色培养素材
","BOSS掉落30级以上无相之水掉落
"
353,"谧林涓露的银符
","谧林涓露的银符
",4,"武器突破素材
","秘境获得合成获得有顶塔炼武秘境:云垢 Ⅲ/Ⅳ（有顶塔限时开启）时间：周一/周四/周日
"
354,"督察长祭刀
","督察长祭刀
",4,"武器培养素材
","60级以上债务处理人掉落普通怪物掉落合成获得(债务处理人位置视频)
"
355,"凛风奔狼的断牙
","凛风奔狼的断牙
",4,"武器突破素材
","秘境获得合成获得塞西莉亚苗圃炼武秘境:深没之谷Ⅲ/Ⅳ（塞西莉亚苗圃限时开启）时间：周二/周五/周日
"
356,"龙嗣伪鳍
","龙嗣伪鳍
",4,"角色培养素材
","30级以上深海龙蜥之群掉落任务奖励完成风起鹤归任务将得到龙嗣伪鳍x2BOSS掉落
"
357,"雾海云间的金丹
","雾海云间的金丹
",4,"武器突破素材
","秘境获得合成获得震雷连山密宫炼武秘境:鸣雷城虚Ⅲ/Ⅳ（震雷连山密宫限时开启）时间：周二/周五/周日
"
358,"石化的骨片
","石化的骨片
",4,"武器培养素材
","合成获得(幼岩龙蜥位置：视频)精英怪物掉落60级以上龙蜥（幼岩/岩/深海/深海幼）掉落
"
359,"今昔剧画之一角
","今昔剧画之一角
",4,"武器突破素材
","秘境获得合成获得砂流之庭炼武秘境:流沙之葬 Ⅲ/Ⅳ（砂流之庭限时开启）时间：周三/周六/周日
"
360,"偏光棱镜
","偏光棱镜
",4,"武器培养素材
","精英怪物掉落愚人众·冬国仕女掉落（帮助：位置视频）
"
361,"「诤言」的哲学
","「诤言」的哲学
",4,"角色天赋素材
","活动获得合成获得秘境获得昏识塔精通秘境:圆镜Ⅰ/Ⅱ/Ⅲ/Ⅳ（昏识塔限时开启）时间：周一/周四/周日
"
362,"央陆双手剑原胚
","央陆双手剑原胚
",4,"素材
","其他来源（见下方来源章节）央陆原胚之匣（该途径获取详见该词条）周常BOSS掉落
"
363,"北陆双手剑原胚
","北陆双手剑原胚
",4,"素材
","北陆原胚之匣（该途径获取详见该词条）其他来源（见下方来源章节）周常BOSS掉落
"
364,"璀璨原钻块
","璀璨原钻块
",4,"角色突破素材
","冒险等阶奖励
"
365,"「不凋的绢华」
","「不凋的绢华」
",4,"精炼材料
","「风花的呼吸」活动商店兑换
"
366,"「自由」的哲学
","「自由」的哲学
",4,"角色天赋素材
","合成获得活动获得忘却之峡精通秘境:霜凝祭坛Ⅳ(忘却之峡限时开启)时间：周一/周四/周日秘境获得
"
367,"极寒之核
","极寒之核
",4,"角色培养素材
","BOSS掉落30级以上急冻树掉落
"
368,"永续机芯
","永续机芯
",4,"角色培养素材
","BOSS掉落30级以上兆载永劫龙兽掉落
"
369,"坚牢黄玉块
","坚牢黄玉块
",4,"角色突破素材
","BOSS掉落合成获得60级以上无相之岩掉落60级以上北风狼挑战奖励60级以上黄金王兽掉落周常BOSS掉落60级以上古岩龙蜥掉落60级以上若陀龙王挑战奖励60级以上恒常机关阵列掉落60级以上遗迹巨蛇掉落
"
370,"锲纹的横脊
","锲纹的横脊
",4,"武器培养素材
","精英怪物掉落圣骸兽掉落
"
371,"狮牙斗士的镣铐
","狮牙斗士的镣铐
",4,"武器突破素材
","秘境获得合成获得塞西莉亚苗圃炼武秘境:渴水的废都Ⅲ/Ⅳ（塞西莉亚苗圃限时开启）时间：周三/周六/周日
"
372,"未熟之玉
","未熟之玉
",4,"角色培养素材
","BOSS掉落30级以上古岩龙蜥掉落
"
373,"恒常机关之心
","恒常机关之心
",4,"角色培养素材
","BOSS掉落30级以上恒常机关阵列掉落
"
374,"蕈王钩喙
","蕈王钩喙
",4,"角色培养素材
","BOSS掉落30级以上翠翎恐蕈掉落
"
375,"腐殖龙髓
","腐殖龙髓
",4,"精炼材料
","「白垩与黑龙」活动商店兑换
"
376,"央陆长柄武器原胚
","央陆长柄武器原胚
",4,"素材
","其他来源（见下方来源章节）央陆原胚之匣（该途径获取详见该词条）周常BOSS掉落
"
377,"「诗文」的哲学
","「诗文」的哲学
",4,"角色天赋素材
","合成获得活动获得忘却之峡精通秘境:沉睡之国Ⅳ（忘却之峡限时开启）时间：周三/周六/周日秘境获得
"
378,"孤云寒林的圣骸
","孤云寒林的圣骸
",4,"武器突破素材
","秘境获得合成获得震雷连山密宫炼武秘境:雷云祭坛 Ⅲ/Ⅳ（震雷连山密宫限时开启）时间：周一/周四/周日
"
379,"符纹之齿
","符纹之齿
",4,"角色培养素材
","BOSS掉落30级以上遗迹巨蛇掉落
"
380,"北陆弓原胚
","北陆弓原胚
",4,"素材
","其他来源（见下方来源章节）北陆原胚之匣（该途径获取详见该词条）周常BOSS掉落
"
381,"茁壮菌核
","茁壮菌核
",4,"武器培养素材
","普通怪物掉落蕈兽掉落
"
382,"地脉的新芽
","地脉的新芽
",4,"武器培养素材
","普通怪物掉落合成获得60级以上深渊法师掉落（深渊法师位置）
"
383,"烈日威权的梦想
","烈日威权的梦想
",4,"武器突破素材
","秘境获得合成获得有顶塔时间：周三/周六/周日炼武秘境:引业 Ⅲ/Ⅳ（有顶塔限时开启）
"
384,"「看得见的风」
","「看得见的风」
",4,"精炼材料
","「风花的邀约」活动商店兑换
"
385,"幽邃刻像
","幽邃刻像
",4,"武器培养素材
","精英怪物掉落黑蛇众掉落深渊使徒深渊咏者掉落
"
386,"雷光棱镜
","雷光棱镜
",4,"角色培养素材
","BOSS掉落30级以上无相之雷掉落
"
387,"「笃行」的哲学
","「笃行」的哲学
",4,"角色天赋素材
","活动获得秘境获得昏识塔精通秘境:律藏Ⅰ/Ⅱ/Ⅲ/Ⅳ（昏识塔限时开启）时间：周三/周六/周日合成获得
"
388,"「浮世」的哲学
","「浮世」的哲学
",4,"角色天赋素材
","活动获得合成获得时间：周一/周四/周日秘境获得菫色之庭精通秘境:菫染之国Ⅳ（菫色之庭限时开启）
"
389,"鸣神御灵的亲爱
","鸣神御灵的亲爱
",4,"武器突破素材
","合成获得砂流之庭秘境获得炼武秘境:砂之祭场 Ⅲ/Ⅳ（砂流之庭限时开启）时间：周二/周五/周日
"
390,"「勤劳」的哲学
","「勤劳」的哲学
",4,"角色天赋素材
","活动获得合成获得太山府精通秘境:深炎之底Ⅰ/Ⅱ/Ⅲ/Ⅳ（太山府限时开启）时间：周二/周五/周日秘境获得
"
391,"大英雄的经验
","大英雄的经验
",4,"角色经验素材
","地脉之花（主要来源）探索与事件报酬（宝箱，供奉，任务等）
"
392,"辉光棱晶
","辉光棱晶
",4,"武器培养素材
","合成获得60级以上元能构装体掉落
"
393,"哀叙冰玉块
","哀叙冰玉块
",4,"角色突破素材
","BOSS掉落合成获得60级以上急冻树掉落60级以上无相之冰掉落60级以上北风狼挑战奖励周常BOSS掉落60级以上冰属性古岩龙蜥掉落60级以上冰属性若陀龙王挑战奖励60级以上黄金屋挑战奖励60级以上魔偶剑鬼掉落60级以上恒常机关阵列掉落60级以上女士挑战奖励60级以上深海龙蜥之群掉落60级以上兆载永劫龙兽掉落
"
394,"雾虚灯芯
","雾虚灯芯
",4,"武器培养素材
","普通怪物掉落合成获得（雷萤术士位置视频）60级以上萤术士掉落
"
395,"赤穗酒枡
","赤穗酒枡
",4,"精炼材料
","鲸井椛<稻妻渔师>处兑换杂货店购买
"
396,"藏雷野实
","藏雷野实
",4,"角色培养素材
","BOSS掉落30级以上掣电树掉落
"
397,"自在松石块
","自在松石块
",4,"角色突破素材
","BOSS掉落合成获得60级以上无相之风掉落60级以上魔偶剑鬼掉落60级以上半永恒统辖矩阵掉落60级以上风蚀沙虫掉落周常BOSS掉落60级以上风魔龙挑战奖励60级以上正机之神挑战奖励
"
398,"兽境王器
","兽境王器
",4,"角色培养素材
","BOSS掉落30级以上黄金王兽掉落
"
399,"央陆法器原胚
","央陆法器原胚
",4,"素材
","央陆原胚之匣（该途径获取详见该词条）其他来源（见下方来源章节）周常BOSS掉落
"
400,"霞色宝珠
","霞色宝珠
",4,"精炼材料
","「危途疑踪」活动商店兑换
"
401,"迁风的苍翎
","迁风的苍翎
",4,"精炼材料
","「杯中遥吟之歌」活动商店兑换
"
402,"北陆法器原胚
","北陆法器原胚
",4,"素材
","其他来源（见下方来源章节）北陆原胚之匣（该途径获取详见该词条）周常BOSS掉落
"
403,"若狭的藁末
","若狭的藁末
",4,"精炼材料
","「秋津森夜试胆会」活动商店兑换
"
404,"雾海云间的转还
","雾海云间的转还
",5,"武器突破素材
","秘境获得合成获得震雷连山密宫炼武秘境:鸣雷城虚Ⅳ（震雷连山密宫限时开启）时间：周二/周五/周日
"
405,"东风之翎
","东风之翎
",5,"天赋培养素材
","周常BOSS掉落70级以上风魔龙挑战奖励
"
406,"自在松石
","自在松石
",5,"角色突破素材
","BOSS掉落合成获得75级以上无相之风掉落75级以上魔偶剑鬼掉落75级以上半永恒统辖矩阵掉落75级以上风蚀沙虫掉落周常BOSS掉落75级以上风魔龙挑战奖励75级以上正机之神挑战奖励
"
407,"鸣神御灵的勇武
","鸣神御灵的勇武
",5,"武器突破素材
","合成获得砂流之庭炼武秘境:砂之祭场 Ⅳ（砂流之庭限时开启）时间：周二/周五/周日秘境获得
"
408,"凶将之手眼
","凶将之手眼
",5,"天赋培养素材
","周常BOSS掉落70级以上永恒的守护者挑战奖励
"
409,"哀叙冰玉
","哀叙冰玉
",5,"角色突破素材
","BOSS掉落周常BOSS掉落合成获得75级以上急冻树掉落75级以上无相之冰掉落75级以上北风狼挑战奖励75级以上魔偶剑鬼掉落75级以上冰属性古岩龙蜥掉落75级以上冰属性若陀龙王挑战奖励75级以上黄金屋挑战奖励75级以上恒常机关阵列掉落75级以上女士挑战奖励75级以上深海龙蜥之群掉落75级以上兆载永劫龙兽掉落
"
410,"龙王之冕
","龙王之冕
",5,"天赋培养素材
","周常BOSS掉落70级以上若陀龙王挑战奖励
"
411,"傀儡的悬丝
","傀儡的悬丝
",5,"天赋培养素材
","周常BOSS掉落70级以上正机之神挑战奖励
"
412,"智识之冕
","智识之冕
",5,"角色天赋素材
","版本活动奖励供奉忍冬之树至11级获取供奉神樱大树至一定等级获取强化流明石触媒至一定等级获取强化梦之树至一定等级获取
"
413,"东风的吐息
","东风的吐息
",5,"天赋培养素材
","周常BOSS掉落70级以上风魔龙挑战奖励
"
414,"璀璨原钻
","璀璨原钻
",5,"角色突破素材
","冒险等阶奖励
"
415,"远海夷地的金枝
","远海夷地的金枝
",5,"武器突破素材
","合成获得砂流之庭秘境获得炼武秘境:沉砂之渊 Ⅳ（砂流之庭限时开启）时间：周一/周四/周日
"
416,"燃愿玛瑙
","燃愿玛瑙
",5,"角色突破素材
","BOSS掉落周常BOSS掉落合成获得75级以上北风狼挑战奖励75级以上无相之火挑战奖励75级以上爆炎树掉落75级以上女士挑战奖励75级以上半永恒统辖矩阵掉落75级以上火属性古岩龙蜥掉落75级以上火属性若陀龙王挑战奖励
"
417,"灰烬之心
","灰烬之心
",5,"天赋培养素材
","周常BOSS掉落70级以上女士挑战奖励
"
418,"最胜紫晶
","最胜紫晶
",5,"角色突破素材
","BOSS掉落75级以上无相之雷掉落75级以上雷音权现掉落75级以上雷属性古岩龙蜥掉落75级以上雷属性若陀龙王挑战奖励75级以上风魔龙挑战奖励75级以上黄金屋挑战奖励75级以上深海龙蜥之群掉落75级以上永恒的守护者挑战奖励75级以上正机之神挑战奖励75级以上掣电树掉落周常BOSS掉落合成获得
"
419,"血玉之枝
","血玉之枝
",5,"天赋培养素材
","周常BOSS掉落70级以上若陀龙王挑战奖励
"
420,"无心的渊镜
","无心的渊镜
",5,"天赋培养素材
","周常BOSS掉落70级以上正机之神挑战奖励
"
421,"北风之尾
","北风之尾
",5,"天赋培养素材
","周常BOSS掉落70级以上北风狼挑战奖励
"
422,"原石
","原石
",5,"其他
","凝取结晶兑换世界探索任务奖励
"
423,"生长碧翡
","生长碧翡
",5,"角色突破素材
","BOSS掉落周常BOSS掉落合成获得75级以上翠翎恐蕈掉落75级以上无相之草掉落
"
424,"狱火之蝶
","狱火之蝶
",5,"天赋培养素材
","周常BOSS掉落70级以上女士挑战奖励
"
425,"鎏金之鳞
","鎏金之鳞
",5,"天赋培养素材
","周常BOSS掉落70级以上若陀龙王挑战奖励
"
426,"空行的虚铃
","空行的虚铃
",5,"天赋培养素材
","周常BOSS掉落70级以上正机之神挑战奖励
"
427,"烈日威权的旧日
","烈日威权的旧日
",5,"武器突破素材
","秘境获得合成获得有顶塔时间：周三/周六/周日炼武秘境:引业 Ⅳ（有顶塔限时开启）
"
428,"涤净青金
","涤净青金
",5,"角色突破素材
","BOSS掉落75级以上纯水精灵掉落75级以上无相之水掉落75级以上水属性古岩龙蜥掉落75级以上风魔龙挑战奖励75级以上黄金屋挑战奖励75级以上水属性若陀龙王挑战奖励75级以上兆载永劫龙兽掉落75级以上正机之神挑战奖励周常BOSS掉落合成获得
"
429,"北风之环
","北风之环
",5,"天赋培养素材
","周常BOSS掉落70级以上北风狼挑战奖励
"
430,"高塔孤王的碎梦
","高塔孤王的碎梦
",5,"武器突破素材
","秘境获得合成获得塞西莉亚苗圃炼武秘境:水光之城Ⅳ（塞西莉亚苗圃限时开启）时间：周一/周四/周日
"
431,"凛风奔狼的怀乡
","凛风奔狼的怀乡
",5,"武器突破素材
","秘境获得合成获得塞西莉亚苗圃炼武秘境:深没之谷Ⅳ（塞西莉亚苗圃限时开启）时间：周二/周五/周日
"
432,"谧林涓露的金符
","谧林涓露的金符
",5,"武器突破素材
","秘境获得合成获得有顶塔炼武秘境:云垢 Ⅳ（有顶塔限时开启）时间：周一/周四/周日
"
433,"魔王之刃·残片
","魔王之刃·残片
",5,"天赋培养素材
","周常BOSS掉落70级以上黄金屋挑战奖励
"
434,"万劫之真意
","万劫之真意
",5,"天赋培养素材
","周常BOSS掉落70级以上永恒的守护者挑战奖励
"
435,"今昔剧画之鬼人
","今昔剧画之鬼人
",5,"武器突破素材
","秘境获得合成获得砂流之庭炼武秘境:流沙之葬 Ⅳ（砂流之庭限时开启）时间：周三/周六/周日
"
436,"吞天之鲸·只角
","吞天之鲸·只角
",5,"天赋培养素材
","周常BOSS掉落70级以上黄金屋挑战奖励
"
437,"熔毁之刻
","熔毁之刻
",5,"天赋培养素材
","周常BOSS掉落70级以上女士挑战奖励
"
438,"北风的魂匣
","北风的魂匣
",5,"天赋培养素材
","周常BOSS掉落70级以上北风狼挑战奖励
"
439,"漆黑陨铁的一块
","漆黑陨铁的一块
",5,"武器突破素材
","秘境获得合成获得震雷连山密宫炼武秘境:古雷试炼场Ⅳ（震雷连山密宫限时开启）时间：周三/周六/周日
"
440,"创世结晶
","创世结晶
",5,"其他
","商城
"
441,"绿洲花园的真谛
","绿洲花园的真谛
",5,"武器突破素材
","秘境获得合成获得有顶塔炼武秘境:思惑 Ⅳ（有顶塔限时开启）时间：周二/周五/周日
"
442,"坚牢黄玉
","坚牢黄玉
",5,"角色突破素材
","BOSS掉落周常BOSS掉落合成获得75级以上无相之岩掉落75级以上北风狼挑战奖励75级以上黄金王兽掉落75级以上古岩龙蜥掉落75级以上若陀龙王挑战奖励75级以上恒常机关阵列掉落75级以上遗迹巨蛇掉落
"
443,"东风之爪
","东风之爪
",5,"天赋培养素材
","周常BOSS掉落70级以上风魔龙挑战奖励
"
444,"狮牙斗士的理想
","狮牙斗士的理想
",5,"武器突破素材
","秘境获得合成获得塞西莉亚苗圃炼武秘境:渴水的废都Ⅳ（塞西莉亚苗圃限时开启）时间：周三/周六/周日
"
445,"祸神之禊泪
","祸神之禊泪
",5,"天赋培养素材
","周常BOSS掉落70级以上永恒的守护者挑战奖励
"
446,"武炼之魂·孤影
","武炼之魂·孤影
",5,"天赋培养素材
","周常BOSS掉落70级以上黄金屋挑战奖励
"
447,"孤云寒林的神体
","孤云寒林的神体
",5,"武器突破素材
","合成获得震雷连山密宫炼武秘境:雷云祭坛Ⅳ（震雷连山密宫限时开启）参量质变仪概率获取时间：周一/周四/周日
"
